Name,Tenant domain,Container,Source,Group email,Created time,Last activity date,Description,Group type,Viva Engage connection,Hide from address list,Aliases,Team status,Synced from on-premises,Security enabled,Membership type,Privacy,Roles assignable,Roles,Site URL,Mailbox size (GB),Storage used (GB),Sensitivity label,Allow external senders to email this Group,Owners,Members,First EnPower registration time,Group ID,Registered,Primary contact,Secondary contact,Membership assignment method,Claim status,Contact election profile,Renewal profile,Phase,Phase assignee,Renewal start time,Renewal due date,Next renewal date,Last renewal time,Last renewed by,B-Department,Please Select a Site Type to Start the Site Creation Request,B-Library Short Name,B-Library name,Department,Allow External Sharing-choice,EDRMS Site Type,Please select: Lock Site / Unlock Site,Library Short Name,Library name,Please Select a Library Type to Start the Library Creation Request,Procurement library,Allow External Sharing,RefinableString00,Department22,Site Short Name,DRM Department,Business Need,Desired Outcomes,Key Risks and Considerations,Content Category,Site URL,Remarks,Records Manager,Project Owner,External Sharing Allowed?,Choose Project Site Template,Choose Site Template,Please provide business reasons for having site site.,Segment,Division,Region,Manager,Purpose of Use,Request Reason,External Company Name,GALines,Archiver,Delete Site,D- Change list setting
prj_Group Site-731048,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731048@7rkd12.onmicrosoft.com,8/4/2026 5:21:11 PM,-,prj_Group Site-731048,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731048,0.00,0.00,None,Off,1,1,8/5/2026 9:14:15 AM,09e49682-b581-4be2-875f-06f2e0c8b609,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731049,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731049@7rkd12.onmicrosoft.com,8/4/2026 5:21:08 PM,-,prj_Group Site-731049,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/prj_groupsite-731049,0.00,0.00,None,Off,1,1,8/4/2026 7:25:57 PM,09e6f10f-e8ae-4f5a-8d04-6a9467168e45,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731050,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731050@7rkd12.onmicrosoft.com,8/4/2026 5:21:02 PM,-,prj_Group Site-731050,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731050,0.00,0.00,None,Off,1,1,8/5/2026 9:14:14 AM,5ea32ea1-33c8-4905-9d12-05a54d16153e,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731051,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731051@7rkd12.onmicrosoft.com,8/4/2026 5:20:57 PM,-,prj_Group Site-731051,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/prj_groupsite-731051,0.00,0.00,None,Off,1,1,8/4/2026 7:27:33 PM,41612821-ea0f-4c8f-911e-f5f6288f5183,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731052,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731052@7rkd12.onmicrosoft.com,8/4/2026 5:20:50 PM,-,prj_Group Site-731052,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731052,0.00,0.00,None,Off,1,1,8/5/2026 9:14:15 AM,fe56400d-2d74-45a7-8163-506006bc44c0,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731053,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731053@7rkd12.onmicrosoft.com,8/4/2026 5:20:42 PM,-,prj_Group Site-731053,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731053,0.00,0.00,None,Off,1,1,8/5/2026 9:14:15 AM,d9fbce9c-8abc-475e-9380-b67f896035f9,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731054,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731054@7rkd12.onmicrosoft.com,8/4/2026 5:20:34 PM,-,prj_Group Site-731054,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731054,0.00,0.00,None,Off,1,1,8/5/2026 9:14:14 AM,482543dc-a7ed-499e-8d76-eeb2f5838f6d,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731055,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731055@7rkd12.onmicrosoft.com,8/4/2026 5:20:31 PM,-,prj_Group Site-731055,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/prj_groupsite-731055,0.00,0.00,None,Off,1,1,8/4/2026 7:28:34 PM,d7302af2-b542-45cd-9d46-a63a8d8baa56,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731056,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731056@7rkd12.onmicrosoft.com,8/4/2026 5:20:22 PM,-,prj_Group Site-731056,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731056,0.00,0.00,None,Off,1,1,8/5/2026 9:14:14 AM,ccd5575e-8b91-406b-9f31-6deaab8eff2a,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731057,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731057@7rkd12.onmicrosoft.com,8/4/2026 5:20:15 PM,-,prj_Group Site-731057,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731057,0.00,0.00,None,Off,1,1,8/5/2026 9:14:15 AM,a62409aa-c82b-4d8a-bc3d-054006bf6c68,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731058,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731058@7rkd12.onmicrosoft.com,8/4/2026 5:20:10 PM,-,prj_Group Site-731058,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/prj_groupsite-731058,0.00,0.00,None,Off,1,1,8/4/2026 7:28:25 PM,ee8bf8ac-f1a7-44fc-a093-e504afa5961b,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731059,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731059@7rkd12.onmicrosoft.com,8/4/2026 5:20:06 PM,-,prj_Group Site-731059,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/prj_groupsite-731059,0.00,0.00,None,Off,1,1,8/4/2026 7:26:53 PM,86100f0b-d886-4fb5-bd7e-b2ba2cbd2f20,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731060,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731060@7rkd12.onmicrosoft.com,8/4/2026 5:19:58 PM,-,prj_Group Site-731060,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731060,0.00,0.00,None,Off,1,1,8/5/2026 9:14:15 AM,4d818c08-a23d-4c63-a286-a333a408d850,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731061,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731061@7rkd12.onmicrosoft.com,8/4/2026 5:19:51 PM,-,prj_Group Site-731061,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731061,0.00,0.00,None,Off,1,1,8/5/2026 9:14:14 AM,e86beec2-e4ff-44c6-8ed1-7ddac7c64f6d,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731062,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731062@7rkd12.onmicrosoft.com,8/4/2026 5:19:47 PM,-,prj_Group Site-731062,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/prj_groupsite-731062,0.00,0.00,None,Off,1,1,8/4/2026 7:26:22 PM,199ba35b-4391-4eec-9c7d-053cc7df923a,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731063,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731063@7rkd12.onmicrosoft.com,8/4/2026 5:19:39 PM,-,prj_Group Site-731063,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731063,0.00,0.00,None,Off,1,1,8/5/2026 9:14:14 AM,7710bdf8-8563-45d8-8db2-35bfd35513da,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731064,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731064@7rkd12.onmicrosoft.com,8/4/2026 5:19:32 PM,-,prj_Group Site-731064,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731064,0.00,0.00,None,Off,1,1,8/5/2026 9:14:15 AM,72de5512-33a2-4c37-a399-dc6b3d0a09d0,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731065,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731065@7rkd12.onmicrosoft.com,8/4/2026 5:19:24 PM,-,prj_Group Site-731065,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731065,0.00,0.00,None,Off,1,1,8/5/2026 9:14:15 AM,47958566-7dd2-48b9-983b-a27de4e3188c,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731066,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731066@7rkd12.onmicrosoft.com,8/4/2026 5:19:17 PM,-,prj_Group Site-731066,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731066,0.00,0.00,None,Off,1,1,8/5/2026 9:14:15 AM,5c47ccb6-3989-44b0-800a-68e725663908,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731067,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731067@7rkd12.onmicrosoft.com,8/4/2026 5:19:09 PM,-,prj_Group Site-731067,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731067,0.00,0.00,None,Off,1,1,8/5/2026 9:14:14 AM,fe55afa9-e26a-4767-9bbc-5ff0196f565a,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731068,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731068@7rkd12.onmicrosoft.com,8/4/2026 5:19:02 PM,-,prj_Group Site-731068,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731068,0.00,0.00,None,Off,1,1,8/5/2026 9:14:15 AM,d7a618ad-a956-46f9-948a-2093147aa413,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731069,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731069@7rkd12.onmicrosoft.com,8/4/2026 5:18:55 PM,-,prj_Group Site-731069,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731069,0.00,0.00,None,Off,1,1,8/5/2026 9:14:14 AM,63450ee9-68d9-4aa0-be3d-4c7fa5b0b3be,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731070,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731070@7rkd12.onmicrosoft.com,8/4/2026 5:18:48 PM,-,prj_Group Site-731070,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731070,0.00,0.00,None,Off,1,1,8/5/2026 9:14:15 AM,aff3d2ef-dcca-434b-b49c-4db8544b0f4d,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731071,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731071@7rkd12.onmicrosoft.com,8/4/2026 5:18:40 PM,-,prj_Group Site-731071,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731071,0.00,0.00,None,Off,1,1,8/5/2026 9:14:15 AM,7e4e7ac3-7fc8-4d37-809c-b11de803cc72,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731072,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731072@7rkd12.onmicrosoft.com,8/4/2026 5:18:33 PM,-,prj_Group Site-731072,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731072,0.00,0.00,None,Off,1,1,8/5/2026 9:14:15 AM,c910ab5b-8294-4e42-9e46-109ba23baa63,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731073,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731073@7rkd12.onmicrosoft.com,8/4/2026 5:18:26 PM,-,prj_Group Site-731073,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731073,0.00,0.00,None,Off,1,1,8/5/2026 9:14:15 AM,735a52b3-c696-412d-bfe2-b9a167eee7e0,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731074,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731074@7rkd12.onmicrosoft.com,8/4/2026 5:18:18 PM,-,prj_Group Site-731074,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731074,0.00,0.00,None,Off,1,1,8/5/2026 9:14:15 AM,19cdcb3d-baf8-43cc-a1c1-b090807d5ea7,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731075,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731075@7rkd12.onmicrosoft.com,8/4/2026 5:18:10 PM,-,prj_Group Site-731075,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731075,0.00,0.00,None,Off,1,1,8/5/2026 9:14:15 AM,bf1ef90e-2317-4bdb-aaa5-c36c6d661eb8,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731076,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731076@7rkd12.onmicrosoft.com,8/4/2026 5:18:02 PM,-,prj_Group Site-731076,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731076,0.00,0.00,None,Off,1,1,8/5/2026 9:14:15 AM,313ac615-2b27-4c7e-adac-edb411c9a51d,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731077,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731077@7rkd12.onmicrosoft.com,8/10/2026 5:25:06 PM,-,prj_Group Site-731077,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731077,0.00,0.00,None,Off,1,1,8/10/2026 8:25:30 PM,20198f0e-fdad-4223-8186-ee21f8729dd0,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731078,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731078@7rkd12.onmicrosoft.com,8/10/2026 5:21:03 PM,-,prj_Group Site-731078,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731078,0.00,0.00,None,Off,1,1,8/10/2026 8:09:48 PM,6e5e792a-b0a5-4470-9da7-f1356d40b6e9,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731079,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731079@7rkd12.onmicrosoft.com,8/10/2026 5:17:00 PM,-,prj_Group Site-731079,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731079,0.00,0.00,None,Off,1,1,8/10/2026 8:16:47 PM,318aca1e-9e6b-42cb-8132-9c95ff2cb73b,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731080,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731080@7rkd12.onmicrosoft.com,8/4/2026 5:17:42 PM,-,prj_Group Site-731080,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731080,0.00,0.00,None,Off,1,1,8/5/2026 9:14:14 AM,d779bb1b-9f86-47b7-96c5-4ad2557d313d,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731081,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731081@7rkd12.onmicrosoft.com,8/10/2026 5:11:43 PM,-,prj_Group Site-731081,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731081,0.00,0.00,None,Off,1,1,8/10/2026 8:08:28 PM,d7efd8b6-142e-4005-81e1-eda0312a61f5,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731082,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731082@7rkd12.onmicrosoft.com,8/4/2026 5:17:30 PM,-,prj_Group Site-731082,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731082,0.00,0.00,None,Off,1,1,8/5/2026 9:14:14 AM,74714bd5-0d0c-4481-8b8d-10d946d05968,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Group Site-731083,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_groupsite-731083@7rkd12.onmicrosoft.com,8/4/2026 5:17:22 PM,-,prj_Group Site-731083,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_groupsite-731083,0.00,0.00,None,Off,1,1,8/5/2026 9:14:15 AM,32830ed5-fd9c-4cb4-8d1d-db6853098ead,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
